IDS_PROPITEM_TXT_000000	標準
IDS_PROPITEM_TXT_009360	ブラックタキシードセット(男の子用) (7日)
IDS_PROPITEM_TXT_009361	男性用ブラックタキシードセット
IDS_PROPITEM_TXT_009362	ブラウンタキシードセット(男の子用) (7日)
IDS_PROPITEM_TXT_009363	男性用ブラウンタキシードセット
IDS_PROPITEM_TXT_009364	台湾要請イベントボックス
IDS_PROPITEM_TXT_009365	
IDS_PROPITEM_TXT_009366	 覚醒消失の巻物(初心者用)
IDS_PROPITEM_TXT_009367	 覚醒させたアイテムのオプションを除去します。除去されたアイテムを再度覚醒させた場合、再度ランダムにオプションが付与されます。
IDS_PROPITEM_TXT_009368	 女神の祝福(初心者用)
IDS_PROPITEM_TXT_009369	 マントやファッションアイテムに祝福を与え、特別な能力が付与されます。付与される能力の種類は一定確率で決まりますが、取引は不可能になります。
IDS_PROPITEM_TXT_009370	 ヒルリドビーグルボックス
IDS_PROPITEM_TXT_009371	 ヒルリドビーグルが入っているボックス
IDS_PROPITEM_TXT_009372	試用版リファレクター(14日)
IDS_PROPITEM_TXT_009373	採集に使用するアイテム。装備して使います。試用版のため精錬はできません。
IDS_PROPITEM_TXT_009374	運命のタネ
IDS_PROPITEM_TXT_009375	
IDS_PROPITEM_TXT_009376	生命の結晶体
IDS_PROPITEM_TXT_009377	
IDS_PROPITEM_TXT_009378	新緑ボックス
IDS_PROPITEM_TXT_009379	
IDS_PROPITEM_TXT_009380	なりきりセット(ロシャ)
IDS_PROPITEM_TXT_009381	ロシャ・オーブと変身解除の水晶球のセットです。
IDS_PROPITEM_TXT_009382	なりきりセット(ラーウルフ)
IDS_PROPITEM_TXT_009383	ラーウルフ・オーブと変身解除の水晶球のセットです。
IDS_PROPITEM_TXT_009384	試用版リファレクターボックス
IDS_PROPITEM_TXT_009385	試用版リファレクター(14日)が入っているボックス。ボックス開封時点から14日間利用できます。
IDS_PROPITEM_TXT_009386	ペット復活の巻物ボックス
IDS_PROPITEM_TXT_009387	ペット復活の巻物(S)と(A)が入っているボックス
IDS_PROPITEM_TXT_009388	S級ペットの専用餌
IDS_PROPITEM_TXT_009389	30日間、S級ペットに自動に餌をやる便利なアイテム。A,B,C,D級のペットにはやらないのでご注意。
IDS_PROPITEM_TXT_009390	ヒップホップキャップ(男の子用)
IDS_PROPITEM_TXT_009391	ヒップホップにキメるならこの帽子！
IDS_PROPITEM_TXT_009392	ヒップホップスタイル(男の子用)
IDS_PROPITEM_TXT_009393	ヒップホップにキメるならこのスタイルしかない！
IDS_PROPITEM_TXT_009394	ヒップホップハンド(男の子用)
IDS_PROPITEM_TXT_009395	ヒップホップにキメるなら素手しかない！
IDS_PROPITEM_TXT_009396	ヒップホップシューズ(男の子用)
IDS_PROPITEM_TXT_009397	ヒップホップにキメるならこのシューズ！
IDS_PROPITEM_TXT_009398	カジュアル・セット[ヒップホップ](男の子用)
IDS_PROPITEM_TXT_009399	ヒップホップにキメたいあなたに贈るボックス！
IDS_PROPITEM_TXT_009400	ヒップホップヘアバンド(女の子用)
IDS_PROPITEM_TXT_009401	ヒップホップにキメるならこのヘアバンド！
IDS_PROPITEM_TXT_009402	ヒップホップスタイル(女の子用)
IDS_PROPITEM_TXT_009403	ヒップホップにキメるならこのスタイルしかない！
IDS_PROPITEM_TXT_009404	ヒップホップハンド(女の子用)
IDS_PROPITEM_TXT_009405	ヒップホップにキメるなら素手しかない！
IDS_PROPITEM_TXT_009406	ヒップホップシューズ(女の子用)
IDS_PROPITEM_TXT_009407	ヒップホップにキメるならこのシューズ！
IDS_PROPITEM_TXT_009408	カジュアル・セット[ヒップホップ](女の子用)
IDS_PROPITEM_TXT_009409	ヒップホップにキメたいあなたに贈るボックス！
IDS_PROPITEM_TXT_009410	祝福の宝石(火)
IDS_PROPITEM_TXT_009411	リシスの祝福を受けた宝石
IDS_PROPITEM_TXT_009412	祝福の宝石(水)
IDS_PROPITEM_TXT_009413	リシスの祝福を受けた宝石
IDS_PROPITEM_TXT_009414	祝福の宝石(雷)
IDS_PROPITEM_TXT_009415	リシスの祝福を受けた宝石
IDS_PROPITEM_TXT_009416	リシスの宝石ボックス
IDS_PROPITEM_TXT_009417	リシスの祝福を受けた宝石が入っているボックス
IDS_PROPITEM_TXT_009418	新緑ボックス
IDS_PROPITEM_TXT_009419	
IDS_PROPITEM_TXT_009420	Prepaid Card Event Coupon
IDS_PROPITEM_TXT_009421	
IDS_PROPITEM_TXT_009422	Prepaid Card Event Gift Box
IDS_PROPITEM_TXT_009423	This Gift Box was given as a bonus for buying a gPotato Prepaid Card.  Be sure to take gift box to the Prepaid Card Event Hostess.  When you ask her to “Redeem Gift” she will open the box for you and you will receive a prize!
IDS_PROPITEM_TXT_009424	トコトコお散歩ボックス[モンキー]
IDS_PROPITEM_TXT_009425	ヘルエットモンキーなどのアイテムがもらえます。
IDS_PROPITEM_TXT_009426	秘密のクリスマスプレゼント
IDS_PROPITEM_TXT_009427	サンタクロースからの秘密のプレゼント。中身は開けてからのお楽しみ♪
IDS_PROPITEM_TXT_009428	ペットテイマーのボックス
IDS_PROPITEM_TXT_009429	
IDS_PROPITEM_TXT_009430	トコトコお散歩ボックス[ドラゴン]
IDS_PROPITEM_TXT_009431	ガルディアブルードラゴンなどのアイテムがもらえます
IDS_PROPITEM_TXT_009432	スペシャル精錬ボックス
IDS_PROPITEM_TXT_009433	鍛冶屋の心得・精錬編と鍛冶屋の心得・アクセサリー編とオマケが入っているＢＯＸ
IDS_PROPITEM_TXT_009434	ロードの応援
IDS_PROPITEM_TXT_009435	一定時間、指定したキャラクターのモンスターからの獲得経験値とアイテムドロップ率が10％アップします。
IDS_PROPITEM_TXT_009436	ロードの加護
IDS_PROPITEM_TXT_009437	一定時間、指定したキャラクターの攻撃力と防御力が10％アップします。
IDS_PROPITEM_TXT_009438	ロードの愛
IDS_PROPITEM_TXT_009439	一定時間、指定したキャラクターの全ステータスポイントが15アップします。
IDS_PROPITEM_TXT_009440	ロードの雄叫び
IDS_PROPITEM_TXT_009441	一定時間、ロードのシャウト(叫び)の色がを変更することができます。
IDS_PROPITEM_TXT_009442	ロードの怒り
IDS_PROPITEM_TXT_009443	一定時間、指定したキャラクターのチャットを禁止します。
IDS_PROPITEM_TXT_009444	冒険者ボックス(男の子用)
IDS_PROPITEM_TXT_009445	マドリガルへようこそ！新たな冒険者さんにプレゼントです。
IDS_PROPITEM_TXT_009446	冒険者ボックス(女の子用)
IDS_PROPITEM_TXT_009447	マドリガルへようこそ！新たな冒険者さんにプレゼントです。
IDS_PROPITEM_TXT_009448	クラックバイク(オレンジ)
IDS_PROPITEM_TXT_009449	
IDS_PROPITEM_TXT_009450	クラックバイク(ホワイト)
IDS_PROPITEM_TXT_009451	
IDS_PROPITEM_TXT_009452	クラックバイク(バイオレット)
IDS_PROPITEM_TXT_009453	
IDS_PROPITEM_TXT_009454	メテオバイク(イエロー)
IDS_PROPITEM_TXT_009455	
IDS_PROPITEM_TXT_009456	メテオバイク(レッド)
IDS_PROPITEM_TXT_009457	
IDS_PROPITEM_TXT_009458	メテオバイク(グリーン)
IDS_PROPITEM_TXT_009459	
IDS_PROPITEM_TXT_009460	Lv1火のカード(WS)
IDS_PROPITEM_TXT_009461	武器とシールドを強化できる火のカード。　
IDS_PROPITEM_TXT_009462	Lv2火のカード(WS)
IDS_PROPITEM_TXT_009463	武器とシールドを強化できる火のカード。
IDS_PROPITEM_TXT_009464	Lv3火のカード(WS)
IDS_PROPITEM_TXT_009465	武器とシールドを強化できる火のカード。
IDS_PROPITEM_TXT_009466	Lv4火のカード(WS)
IDS_PROPITEM_TXT_009467	武器とシールドを強化できる火のカード。
IDS_PROPITEM_TXT_009468	Lv1水のカード(WS) 
IDS_PROPITEM_TXT_009469	武器とシールドを強化できる水のカード。
IDS_PROPITEM_TXT_009470	Lv2水のカード(WS) 
IDS_PROPITEM_TXT_009471	武器とシールドを強化できる水のカード。
IDS_PROPITEM_TXT_009472	Lv3水のカード(WS) 
IDS_PROPITEM_TXT_009473	武器とシールドを強化できる水のカード。
IDS_PROPITEM_TXT_009474	Lv4水のカード(WS) 
IDS_PROPITEM_TXT_009475	武器とシールドを強化できる水のカード。
IDS_PROPITEM_TXT_009476	Lv1風のカード(WS)
IDS_PROPITEM_TXT_009477	武器とシールドを強化できる風のカード。
IDS_PROPITEM_TXT_009478	Lv2風のカード(WS)
IDS_PROPITEM_TXT_009479	武器とシールドを強化できる風のカード。
IDS_PROPITEM_TXT_009480	Lv3風のカード(WS)
IDS_PROPITEM_TXT_009481	武器とシールドを強化できる風のカード。
IDS_PROPITEM_TXT_009482	Lv4風のカード(WS)
IDS_PROPITEM_TXT_009483	武器とシールドを強化できる風のカード。
IDS_PROPITEM_TXT_009484	Lv1雷のカード(WS)
IDS_PROPITEM_TXT_009485	武器とシールドを強化できる雷のカード。
IDS_PROPITEM_TXT_009486	Lv2雷のカード(WS) 
IDS_PROPITEM_TXT_009487	武器とシールドを強化できる雷のカード。
IDS_PROPITEM_TXT_009488	Lv3雷のカード(WS) 
IDS_PROPITEM_TXT_009489	武器とシールドを強化できる雷のカード。
IDS_PROPITEM_TXT_009490	Lv4雷のカード(WS)
IDS_PROPITEM_TXT_009491	武器とシールドを強化できる雷のカード。
IDS_PROPITEM_TXT_009492	Lv1土のカード(WS)
IDS_PROPITEM_TXT_009493	武器とシールドを強化できる土のカード。　
IDS_PROPITEM_TXT_009494	Lv2土のカード(WS)
IDS_PROPITEM_TXT_009495	武器とシールドを強化できる土のカード。
IDS_PROPITEM_TXT_009496	Lv3土のカード(WS)
IDS_PROPITEM_TXT_009497	武器とシールドを強化できる土のカード。
IDS_PROPITEM_TXT_009498	Lv4土のカード(WS)
IDS_PROPITEM_TXT_009499	武器とシールドを強化できる土のカード。
IDS_PROPITEM_TXT_009500	ウェディングメイクヘア(男の子用)
IDS_PROPITEM_TXT_009501	結婚式で新郎がセットするヘアメイク。
IDS_PROPITEM_TXT_009502	ウェディングタキシード(男の子用)
IDS_PROPITEM_TXT_009503	結婚式で新郎が着るウェディングタキシード。
IDS_PROPITEM_TXT_009504	マリッジリング(男の子用)
IDS_PROPITEM_TXT_009505	永遠の愛を誓った記念の結婚指輪。
IDS_PROPITEM_TXT_009506	ウェディングシューズ(男の子用)
IDS_PROPITEM_TXT_009507	結婚式で新郎が履くシューズ。
IDS_PROPITEM_TXT_009508	ウェディングセット(男の子用)
IDS_PROPITEM_TXT_009509	結婚式で新郎が着るウェディングタキシードが入っているボックス
IDS_PROPITEM_TXT_009510	ウェディングティアラ(女の子用)
IDS_PROPITEM_TXT_009511	結婚式で新婦が付けるティアラ。
IDS_PROPITEM_TXT_009512	ウェディングドレス(女の子用)
IDS_PROPITEM_TXT_009513	結婚式で新婦が着るウェディングドレス。
IDS_PROPITEM_TXT_009514	マリッジリング(女の子用)
IDS_PROPITEM_TXT_009515	永遠の愛を誓った記念の結婚指輪。
IDS_PROPITEM_TXT_009516	ウェディングシューズ(女の子用)
IDS_PROPITEM_TXT_009517	結婚式で新婦が履くシューズ。
IDS_PROPITEM_TXT_009518	ウェディングセット(女の子用)
IDS_PROPITEM_TXT_009519	結婚式で新婦が着るウェディングドレスが入っているボックス
IDS_PROPITEM_TXT_009520	育成ペット覚醒の巻物
IDS_PROPITEM_TXT_009521	育成ペットに使用すると秘められた能力が呼び覚まされます。能力にはマイナスのものも存在します。(ランクC以上で使用可能)
IDS_PROPITEM_TXT_009522	育成ペット覚醒忘却の巻物
IDS_PROPITEM_TXT_009523	覚醒した育成ペットに使用することで覚醒した能力を忘れさせ、再度覚醒ができる状態にします。
IDS_PROPITEM_TXT_009524	変な風呂敷(台湾用)
IDS_PROPITEM_TXT_009525 変なボックスを包んでいる風呂敷	
IDS_PROPITEM_TXT_009526 変な宝石ボックス(台湾用)	
IDS_PROPITEM_TXT_009527 変な気がするボックス	
IDS_PROPITEM_TXT_009528 Lv2火のカード(S)	
IDS_PROPITEM_TXT_009529 ソケットにセットしてスーツを強化できる火のカード	
IDS_PROPITEM_TXT_009530 Lv2水のカード(S)	
IDS_PROPITEM_TXT_009531 ソケットにセットしてスーツを強化できる水のカード	
IDS_PROPITEM_TXT_009532 Lv2風のカード(S)	
IDS_PROPITEM_TXT_009533 ソケットにセットしてスーツを強化できる風のカード	
IDS_PROPITEM_TXT_009534 Lv2雷のカード(S)	
IDS_PROPITEM_TXT_009535 ソケットにセットしてスーツを強化できる雷のカード	
IDS_PROPITEM_TXT_009536	Lv2土のカード(S)
IDS_PROPITEM_TXT_009537	ソケットにセットしてスーツを強化できる土のカード
IDS_PROPITEM_TXT_009538	女神の祝福(収集ペット用)
IDS_PROPITEM_TXT_009539	収集ペットに祝福を与え、特別な能力が付与されます。付与される能力の種類は一定確率で決まりますが、取引は不可能になります。
IDS_PROPITEM_TXT_009540	うきうき飛行ボックス[メテオ]
IDS_PROPITEM_TXT_009541	一定の確率でメテオバイクなどのアイテムが出ます。
IDS_PROPITEM_TXT_009542	うきうき飛行ボックス[クラック]
IDS_PROPITEM_TXT_009543	一定の確率でクラックバイクなどのアイテムが出ます。
IDS_PROPITEM_TXT_009544	うきうき飛行ボックス[バイクーン]ver2
IDS_PROPITEM_TXT_009545	一定の確率でバイクーン・ブルームなどのアイテムが出ます。
IDS_PROPITEM_TXT_009546	うきうき飛行ボックス[シイラー]ver2
IDS_PROPITEM_TXT_009547	一定の確率でシイラーバイクなどのアイテムが出ます。
IDS_PROPITEM_TXT_009548	うきうき飛行ボックス[木馬]ver2
IDS_PROPITEM_TXT_009549	一定の確率でセイントツリーの木馬などのアイテムが出ます。
IDS_PROPITEM_TXT_009550	うきうき飛行ボックス[じゅうたん]ver2
IDS_PROPITEM_TXT_009551	一定の確率で魔法のじゅうたんなどのアイテムが出ます。
IDS_PROPITEM_TXT_009552	鷹の浴衣(男の子用)
IDS_PROPITEM_TXT_009553	
IDS_PROPITEM_TXT_009554	浴衣ハンド(男の子用)
IDS_PROPITEM_TXT_009555	
IDS_PROPITEM_TXT_009556	竹下駄(男の子用)
IDS_PROPITEM_TXT_009557	
IDS_PROPITEM_TXT_009558	鷹の浴衣セット（男の子用）
IDS_PROPITEM_TXT_009559	鷹の浴衣セットが入っているボックス
IDS_PROPITEM_TXT_009560	桔梗浴衣(女の子用)
IDS_PROPITEM_TXT_009561	
IDS_PROPITEM_TXT_009562	浴衣ハンド(女の子用)
IDS_PROPITEM_TXT_009563	
IDS_PROPITEM_TXT_009564	高級黒塗下駄(女の子用)
IDS_PROPITEM_TXT_009565	
IDS_PROPITEM_TXT_009566	桔梗浴衣セット（女の子用）
IDS_PROPITEM_TXT_009567	桔梗浴衣セットが入っているボックス
IDS_PROPITEM_TXT_009568	焼きとうもろこし
IDS_PROPITEM_TXT_009569	3分間　力+2、敏捷+2、知能+2、体力+2
IDS_PROPITEM_TXT_009570	たこやき
IDS_PROPITEM_TXT_009571	3分間　スピード+20％
IDS_PROPITEM_TXT_009572	布の切れ端
IDS_PROPITEM_TXT_009573	桔梗の反物が作られる切れ端
IDS_PROPITEM_TXT_009574	桔梗の反物
IDS_PROPITEM_TXT_009575	桔梗の柄の反物
IDS_PROPITEM_TXT_009576	聖降祭の贈りもの
IDS_PROPITEM_TXT_009577	使用するとランダムで桔梗浴衣セットなどが手に入るボックス
IDS_PROPITEM_TXT_009578	ロードクラウン(男の子用)
IDS_PROPITEM_TXT_009579	
IDS_PROPITEM_TXT_009580	ロードスーツ(男の子用)
IDS_PROPITEM_TXT_009581	
IDS_PROPITEM_TXT_009582	ロードガントレット(男の子用)
IDS_PROPITEM_TXT_009583	
IDS_PROPITEM_TXT_009584	ロードブーツ(男の子用)
IDS_PROPITEM_TXT_009585	
IDS_PROPITEM_TXT_009586	ロードセット(男の子用)
IDS_PROPITEM_TXT_009587	男の子用のロード専用衣装のセットが入っているボックス
IDS_PROPITEM_TXT_009588	ロードクラウン(女の子用)
IDS_PROPITEM_TXT_009589	
IDS_PROPITEM_TXT_009590	ロードスーツ(女の子用)
IDS_PROPITEM_TXT_009591	
IDS_PROPITEM_TXT_009592	ロードガントレット(女の子用)
IDS_PROPITEM_TXT_009593	
IDS_PROPITEM_TXT_009594	ロードブーツ(女の子用)
